    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
3539,603776  ,永安行　　　　　,0    95.70            ,0    29.42            ,0    58.82            ,0    -1.61            ,1    0.00             ,1    31.81            
3540,603777  ,来伊份　　　　　,1    115.35           ,0    9.20             ,1    151.42           ,0    11.60            ,1    0.00             ,1    46.06            
3541,603778  ,乾景园林　　　　,0    82.89            ,0    11.27            ,0    42.68            ,0    -26.50           ,1    0.28             ,1    26.39            
3542,603779  ,威龙股份　　　　,0    99.47            ,0    7.12             ,0    47.62            ,0    -3.07            ,1    0.00             ,1    57.07            
3543,603786  ,科博达　　　　　,0    89.95            ,1    32.01            ,1    88.58            ,0    13.67            ,1    0.00             ,1    37.53            
3544,603787  ,新日股份　　　　,0    96.53            ,0    10.75            ,1    184.69           ,0    18.86            ,1    0.00             ,1    16.86            
3545,603788  ,宁波高发　　　　,0    94.03            ,0    20.23            ,1    81.04            ,0    0.16             ,1    2.61             ,1    32.36            
3546,603789  ,星光农机　　　　,0    96.70            ,0    6.57             ,0    51.33            ,0    54.13            ,1    8.32             ,1    25.53            
3547,603790  ,雅运股份　　　　,0    42.77            ,1    18.86            ,1    110.30           ,0    13.74            ,1    0.00             ,1    29.17            
3548,603797  ,联泰环保　　　　,1    114.03           ,0    8.24             ,0    10.87            ,0    76.89            ,1    0.00             ,1    55.67            
3549,603798  ,康普顿　　　　　,1    111.43           ,0    19.12            ,1    122.60           ,0    2.69             ,1    0.16             ,1    32.68            
3550,603799  ,华友钴业　　　　,0    100.58           ,0    11.75            ,1    61.91            ,1    97.63            ,1    0.00             ,0    21.46            
3551,603800  ,道森股份　　　　,0    98.61            ,0    7.19             ,0    67.56            ,1    68.44            ,1    0.00             ,0    20.92            
3552,603801  ,志邦家居　　　　,1    116.71           ,1    28.33            ,1    124.64           ,0    31.86            ,1    0.00             ,1    36.97            
3553,603803  ,瑞斯康达　　　　,1    102.16           ,0    13.01            ,1    71.57            ,0    24.00            ,1    0.00             ,1    54.41            
3554,603806  ,福斯特　　　　　,0    87.04            ,0    15.79            ,1    76.60            ,0    29.43            ,1    0.00             ,1    26.66            
3555,603808  ,歌力思　　　　　,1    110.46           ,0    15.67            ,1    67.69            ,0    53.66            ,1    14.08            ,1    69.10            
3556,603809  ,豪能股份　　　　,0    85.76            ,0    18.07            ,0    55.83            ,0    22.76            ,1    0.02             ,1    37.10            
3557,603810  ,ST丰山　　　　,0    67.93            ,1    24.21            ,1    116.09           ,0    0.65             ,1    0.00             ,1    25.05            
3558,603811  ,诚意药业　　　　,0    95.36            ,0    20.71            ,1    73.21            ,0    67.93            ,1    0.31             ,1    54.38            
3559,603813  ,原尚股份　　　　,0    105.48           ,0    14.82            ,1    92.76            ,1    104.80           ,1    0.00             ,1    24.61            
3560,603815  ,交建股份　　　　,0    70.78            ,1    14.94            ,1    60.37            ,0    10.15            ,1    0.00             ,0    7.44             
3561,603816  ,顾家家居　　　　,1    112.39           ,1    36.36            ,1    138.71           ,1    50.20            ,1    3.67             ,1    39.08            
3562,603817  ,海峡环保　　　　,0    100.59           ,0    10.69            ,0    20.04            ,0    48.17            ,1    0.00             ,1    48.13            
3563,603818  ,曲美家居　　　　,1    115.23           ,0    11.12            ,1    97.39            ,0    89.35            ,0    18.87            ,1    39.18            
3564,603819  ,神力股份　　　　,0    79.38            ,0    7.62             ,1    95.32            ,1    47.97            ,1    0.00             ,0    15.19            
3565,603822  ,嘉澳环保　　　　,0    85.27            ,0    8.63             ,1    74.31            ,0    33.39            ,1    5.47             ,0    16.25            
3566,603823  ,百合花　　　　　,0    63.12            ,0    18.98            ,1    81.76            ,0    25.27            ,1    0.07             ,1    23.53            
3567,603825  ,华扬联众　　　　,0    93.52            ,0    15.25            ,1    204.74           ,0    36.46            ,1    11.96            ,0    12.62            
3568,603826  ,坤彩科技　　　　,0    89.84            ,0    21.91            ,1    57.33            ,0    25.59            ,1    0.00             ,1    45.61            
3569,603828  ,柯利达　　　　　,0    78.59            ,0    8.68             ,1    75.21            ,0    13.09            ,1    8.33             ,1    16.81            
3570,603829  ,洛凯股份　　　　,0    65.97            ,0    16.46            ,1    78.62            ,0    16.18            ,1    0.00             ,1    22.82            
3571,603833  ,欧派家居　　　　,1    117.92           ,1    28.90            ,1    121.05           ,0    35.12            ,1    0.00             ,1    33.87            
3572,603838  ,四通股份　　　　,0    101.21           ,0    9.51             ,1    70.49            ,0    -6.40            ,1    0.00             ,1    28.11            
3573,603839  ,安正时尚　　　　,1    113.29           ,0    18.10            ,0    59.06            ,1    48.56            ,1    3.93             ,1    67.77            
3574,603843  ,正平股份　　　　,0    79.65            ,0    10.62            ,0    74.24            ,0    104.24           ,1    0.68             ,0    12.09            
3575,603848  ,好太太　　　　　,1    120.75           ,1    30.65            ,1    116.81           ,0    24.91            ,1    0.00             ,1    40.05            
3576,603855  ,华荣股份　　　　,0    99.04            ,0    15.47            ,1    71.36            ,0    37.70            ,1    0.00             ,1    53.31            
3577,603856  ,东宏股份　　　　,0    94.13            ,0    12.81            ,1    104.93           ,0    41.64            ,1    0.00             ,1    25.60            
3578,603858  ,步长制药　　　　,1    109.30           ,0    28.56            ,1    88.08            ,0    9.95             ,0    36.93            ,1    82.30            
3579,603859  ,能科股份　　　　,0    81.85            ,0    8.47             ,0    42.29            ,0    224.96           ,1    0.00             ,1    49.55            
3580,603860  ,中公高科　　　　,1    102.56           ,0    16.85            ,0    37.83            ,0    15.42            ,1    0.00             ,1    62.07            
