,ts_code,symbol,name,area,industry,list_date,pe,pe_ttm,pb,total_mv,circ_mv
2057,300673.SZ,300673,佩蒂股份,浙江,饲料,20170711,28.8811,59.4953,4.1164,405221.748,129070.6186
2058,300674.SZ,300674,宇信科技,北京,软件服务,20181107,53.432,51.4729,6.2676,1045226.13,721447.0528
2059,300675.SZ,300675,建科院,深圳,建筑工程,20170719,59.8004,307.5806,5.0763,207093.3804,113901.3804
2060,300676.SZ,300676,华大基因,深圳,医疗保健,20170714,63.2469,72.6585,5.482,2445411.2,1494394.262
2061,300677.SZ,300677,英科医疗,山东,医疗保健,20170721,18.0122,18.319,2.3474,323029.0938,183772.465
2062,300678.SZ,300678,中科信息,四川,软件服务,20170728,83.5256,85.3163,6.86,390960.0,232679.844
2063,300679.SZ,300679,电连技术,深圳,元器件,20170731,45.3153,61.054,3.1404,1086976.8,516356.321
2064,300680.SZ,300680,隆盛科技,江苏,汽车配件,20170725,388.148,88.5698,2.7644,148551.1293,82852.1992
2065,300681.SZ,300681,英搏尔,广东,元器件,20170725,45.4089,,4.0723,241012.8,60253.2
2066,300682.SZ,300682,朗新科技,江苏,软件服务,20170801,120.1793,19.2855,3.9721,1606593.5178,387804.0286
2067,300683.SZ,300683,海特生物,湖北,生物制药,20170808,31.4113,34.2717,1.6817,295698.7694,135754.3499
2068,300684.SZ,300684,中石科技,北京,化工原料,20171227,44.0303,56.7169,8.4589,619539.8832,241182.9321
2069,300685.SZ,300685,艾德生物,福建,生物制药,20170802,83.1634,75.4353,12.2274,1053994.96,652287.456
2070,300686.SZ,300686,智动力,深圳,元器件,20170804,569.7864,41.1506,5.2818,389094.992,167601.4765
2071,300687.SZ,300687,赛意信息,广东,软件服务,20170803,29.9358,35.0975,4.1455,339909.5535,146747.7023
2072,300688.SZ,300688,创业黑马,北京,综合类,20170810,169.5856,230.8556,5.991,228004.0,122514.1437
2073,300689.SZ,300689,澄天伟业,深圳,元器件,20170809,44.9547,48.943,4.2177,246432.0,69000.96
2074,300690.SZ,300690,双一科技,山东,电气设备,20170808,30.6757,20.4672,2.7354,269593.92,126911.4059
2075,300691.SZ,300691,联合光电,广东,元器件,20170811,56.259,64.34,4.6156,406854.5088,175586.7034
2076,300692.SZ,300692,中环环保,安徽,环境保护,20170821,34.3333,26.0696,2.5723,207526.485,125815.485
2077,300693.SZ,300693,盛弘股份,深圳,电气设备,20170822,36.0744,38.9404,2.7322,174894.7205,89997.3607
2078,300694.SZ,300694,蠡湖股份,江苏,汽车配件,20181015,37.3759,33.5309,2.4851,299290.598,186425.8089
2079,300695.SZ,300695,兆丰股份,浙江,汽车配件,20170908,18.9953,18.6234,2.0687,372194.9214,93094.9214
2080,300696.SZ,300696,爱乐达,四川,航空,20170822,42.2109,43.9197,3.5846,289060.0,119260.6634
2081,300697.SZ,300697,电工合金,江苏,铜,20170907,47.0615,24.5679,3.798,312208.0,78052.0
2082,300698.SZ,300698,万马科技,浙江,通信设备,20170831,535.2089,885.108,5.9568,229408.0,72109.0908
2083,300699.SZ,300699,光威复材,山东,化工原料,20170901,53.8886,39.7787,6.4502,2029340.25,1259353.9449
2084,300700.SZ,300700,岱勒新材,湖南,矿物制品,20170912,48.3846,,3.1687,164553.3192,88470.6147
2085,300701.SZ,300701,森霸传感,河南,元器件,20170915,40.4092,37.8061,5.5235,284160.0,87319.7111
2086,300702.SZ,300702,天宇股份,浙江,化学制药,20170919,45.576,14.0967,3.9506,745905.1438,217162.8208
2087,300703.SZ,300703,创源文化,浙江,文教休闲,20170919,28.5263,20.7615,3.3923,237498.0704,128908.7719
2088,300705.SZ,300705,九典制药,湖南,化学制药,20171010,37.1002,40.8224,3.5848,267065.84,112729.4151
2089,300706.SZ,300706,阿石创,福建,元器件,20170926,119.7381,216.4185,7.5212,332055.36,145364.9846
2090,300707.SZ,300707,威唐工业,江苏,专用机械,20171010,23.6716,64.6128,3.0619,195871.2,96183.9508
2091,300708.SZ,300708,聚灿光电,江苏,半导体,20171016,178.6395,31.012,4.8736,363917.155,122736.1236
2092,300709.SZ,300709,精研科技,江苏,元器件,20171019,167.4797,51.467,4.5172,622784.7129,397031.4031
2093,300710.SZ,300710,万隆光电,浙江,通信设备,20171019,131.3085,90.9818,3.1934,189649.096,92660.336
2094,300711.SZ,300711,广哈通信,广东,通信设备,20171101,167.9446,,4.9255,262321.2783,84532.7664
2095,300712.SZ,300712,永福股份,福建,建筑工程,20171031,30.5846,32.861,2.3265,224898.44,96946.5663
2096,300713.SZ,300713,英可瑞,深圳,电气设备,20171101,149.8681,,2.4904,180014.0625,80600.81
2097,300715.SZ,300715,凯伦股份,江苏,其他建材,20171026,46.0889,31.396,5.9941,300051.908,88081.2
2098,300716.SZ,300716,国立科技,广东,塑料,20171109,29.2917,37.9199,1.92,162580.32,96286.32
2099,300717.SZ,300717,华信新材,江苏,塑料,20171106,34.986,33.318,2.8596,163328.0,67781.12
2100,300718.SZ,300718,长盛轴承,浙江,机械基件,20171106,25.0107,28.0656,3.2181,368478.0,92119.5
2101,300719.SZ,300719,安达维尔,北京,航空,20171109,54.2129,28.2658,3.2105,300560.142,154511.6003
2102,300720.SZ,300720,海川智能,广东,电器仪表,20171106,34.664,33.4866,3.4615,161676.0,62584.7796
2103,300721.SZ,300721,怡达股份,江苏,化工原料,20171115,40.2114,130.3429,1.6835,143683.055,74302.2547
2104,300722.SZ,300722,新余国科,江西,专用机械,20171110,31.5598,38.7724,5.4368,233632.0,58408.0
2105,300723.SZ,300723,一品红,广东,化学制药,20171116,29.1757,25.0331,4.3925,607508.356,174644.2811
2106,300724.SZ,300724,捷佳伟创,深圳,专用机械,20180810,34.9585,27.7457,4.2634,1070400.0,568656.3154
2107,300725.SZ,300725,药石科技,江苏,化工原料,20171110,78.8201,67.0491,14.0422,1051171.7773,706284.6206
2108,300726.SZ,300726,宏达电子,湖南,元器件,20171121,46.2913,36.1642,6.0784,1032258.0,277949.85
2109,300727.SZ,300727,润禾材料,浙江,化工原料,20171127,28.7088,33.9039,3.4205,189939.36,57769.23
2110,300729.SZ,300729,乐歌股份,浙江,家居用品,20171201,35.8975,39.0941,2.6838,206737.0671,59627.8918
2111,300730.SZ,300730,科创信息,湖南,软件服务,20171205,68.4927,75.9491,6.0789,240488.4774,115008.0625
2112,300731.SZ,300731,科创新源,深圳,橡胶,20171208,73.8118,58.2411,5.9225,327025.4866,215345.6512
2113,300732.SZ,300732,设研院,河南,建筑工程,20171212,10.9859,11.8749,1.5028,331369.5791,203884.2387
2114,300733.SZ,300733,西菱动力,四川,汽车配件,20180116,27.4474,78.7229,1.6135,183040.0,77606.1137
2115,300735.SZ,300735,光弘科技,广东,通信设备,20171229,41.7023,28.322,5.6539,1139799.648,409861.088
2116,300736.SZ,300736,百邦科技,北京,通信设备,20180109,52.0765,,4.1246,140756.8747,86215.6598
2117,300737.SZ,300737,科顺股份,广东,其他建材,20180125,37.0997,23.462,2.207,687335.3916,337570.6173
2118,300738.SZ,300738,奥飞数据,广东,电信运营,20180119,67.5934,41.083,5.9266,391556.8404,200835.9144
2119,300739.SZ,300739,明阳电路,深圳,元器件,20180201,41.8574,39.4858,3.9239,507553.2,128536.2
2120,300740.SZ,300740,御家汇,湖南,日用化工,20180208,29.5014,137.4405,3.1987,385631.3179,187195.3309
2121,300741.SZ,300741,华宝股份,西藏,食品,20180301,17.0354,16.3624,2.7166,2002841.76,376841.76
2122,300742.SZ,300742,越博动力,江苏,汽车配件,20180508,85.153,,1.7122,180625.2096,98852.8744
2123,300743.SZ,300743,天地数码,浙江,IT设备,20180427,64.0651,64.7692,5.228,203970.246,113495.0715
2124,300745.SZ,300745,欣锐科技,深圳,汽车配件,20180523,29.8581,51.2512,2.2321,246201.5568,138069.8073
2125,300746.SZ,300746,汉嘉设计,浙江,建筑工程,20180525,41.1171,39.532,2.7052,311067.416,86848.45
2126,300747.SZ,300747,锐科激光,湖北,元器件,20180625,42.3929,52.6419,8.1477,1833600.0,939797.7084
2127,300748.SZ,300748,金力永磁,江西,元器件,20180921,103.5275,109.5609,13.0306,1523881.557,938098.751
2128,300749.SZ,300749,顶固集创,广东,家居用品,20180925,37.4606,36.771,3.7346,286621.6518,71666.1
2129,300750.SZ,300750,宁德时代,福建,电气设备,20180611,49.3054,37.3363,4.5203,16699918.5314,9093981.8822
2130,300751.SZ,300751,迈为股份,江苏,专用机械,20181109,40.1574,32.1062,5.3278,686400.0,171600.0
2131,300752.SZ,300752,隆利科技,深圳,元器件,20181130,20.8327,35.5891,4.2309,336915.4522,84228.863
2132,300753.SZ,300753,爱朋医疗,江苏,医疗保健,20181213,45.997,33.6245,4.9759,322392.0,80598.0
2133,300755.SZ,300755,华致酒行,云南,其他商业,20190129,47.5419,33.6938,4.3126,1069087.896,266615.4366
2134,300756.SZ,300756,中山金马,广东,专用机械,20181228,27.0305,32.7316,2.5534,265017.132,65448.0
2135,300757.SZ,300757,罗博特科,江苏,专用机械,20190108,38.403,40.8667,5.1885,366080.0,91520.0
2136,300758.SZ,300758,七彩化学,辽宁,染料涂料,20190222,31.0796,27.3477,2.9337,327507.6,81907.6
2137,300759.SZ,300759,康龙化成,北京,化学制药,20190128,106.5239,82.6945,12.0671,3613552.424,361358.78
2138,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,20181016,63.5623,52.6068,13.4282,23640332.3586,9706164.8977
2139,300761.SZ,300761,立华股份,江苏,农业综合,20190218,21.0999,17.2026,4.5072,2742345.2,280291.2
2140,300762.SZ,300762,上海瀚讯,上海,通信设备,20190314,72.3641,68.4312,6.4881,742415.12,185715.12
2141,300763.SZ,300763,锦浪科技,浙江,电气设备,20190319,25.1524,27.0492,3.6422,296959.8218,74240.0
2142,300765.SZ,300765,新诺威,河北,食品,20190322,32.1658,27.0247,3.0685,720000.0,180000.0
2143,300766.SZ,300766,每日互动,浙江,互联网,20190325,56.9787,80.2468,8.3497,1417554.3,142074.3
2144,300767.SZ,300767,震安科技,云南,橡胶,20190329,30.4804,37.1296,3.6951,348800.0,87200.0
2145,300768.SZ,300768,迪普科技,浙江,软件服务,20190412,70.666,62.8755,8.8575,1420435.51,142075.51
2146,300769.SZ,300769,德方纳米,深圳,化工原料,20190415,35.3628,34.6131,3.8046,346966.4573,86770.73
2147,300770.SZ,300770,新媒股份,广东,影视音像,20190419,71.8088,45.1859,7.1388,1473509.1471,368475.9
2148,300771.SZ,300771,智莱科技,深圳,IT设备,20190422,27.1244,21.4787,3.7657,573200.0,143300.0
2149,300772.SZ,300772,运达股份,浙江,电气设备,20190426,43.1512,24.4662,3.5969,519427.32,129856.83
2150,300773.SZ,300773,拉卡拉,北京,软件服务,20190425,38.627,31.7136,4.8612,2315657.89,231617.89
2151,300775.SZ,300775,三角防务,陕西,航空,20190521,118.6369,100.7482,10.385,1774881.0,177488.1
2152,300776.SZ,300776,帝尔激光,湖北,专用机械,20190517,50.5114,30.6491,6.1537,848121.1739,212090.736
2153,300777.SZ,300777,中简科技,江苏,化纤,20190516,107.3538,86.557,14.0971,1293632.34,129392.34
2154,300778.SZ,300778,新城市,深圳,建筑工程,20190510,32.0955,28.501,3.6169,322640.0,80660.0
2155,300779.SZ,300779,惠城环保,山东,环境保护,20190522,44.6457,44.9763,4.4068,284600.0,71150.0
2156,300780.SZ,300780,德恩精工,四川,机械基件,20190531,40.5684,42.3741,3.3035,317833.89,79463.89
2157,300781.SZ,300781,因赛集团,广东,广告包装,20190606,44.44,51.1479,4.8267,291836.9818,72959.2455
2158,300782.SZ,300782,卓胜微,江苏,元器件,20190618,250.1033,116.7636,26.5499,4060000.0,1015000.0
2159,300783.SZ,300783,三只松鼠,安徽,食品,20190712,84.3676,77.284,13.1317,2563593.0,262113.0
2160,300785.SZ,300785,值得买,北京,互联网,20190715,74.2227,59.5269,10.2439,710453.3422,177613.3422
2161,300786.SZ,300786,国林环保,山东,环境保护,20190723,48.625,43.7653,3.9626,296156.4,74039.1
2162,300787.SZ,300787,海能实业,江西,通信设备,20190815,36.8168,32.1029,3.8925,429238.16,107309.54
2163,300788.SZ,300788,中信出版,北京,出版业,20190705,46.6052,40.5412,5.9156,963307.575,240826.895
2164,300789.SZ,300789,唐源电气,四川,软件服务,20190828,40.9026,34.3819,5.1331,341927.7959,85514.0
2165,300790.SZ,300790,宇瞳光学,广东,电器仪表,20190920,60.5971,54.6555,5.1278,594288.4844,148616.0
2166,300791.SZ,300791,仙乐健康,广东,医疗保健,20190925,23.4538,25.5677,2.4764,476640.0,119160.0
2167,300792.SZ,300792,壹网壹创,浙江,互联网,20190927,83.2879,73.4244,11.721,1354400.0,338600.0
2168,300793.SZ,300793,佳禾智能,广东,IT设备,20191018,107.6011,91.9136,10.1401,1187761.68,297011.68
2169,300795.SZ,300795,米奥兰特,浙江,综合类,20191022,54.1732,53.0873,6.584,370406.472,92601.618
2170,300797.SZ,300797,钢研纳克,北京,电器仪表,20191101,40.3056,31.9851,3.7028,258872.6,64718.15
2171,300799.SZ,300799,左江科技,北京,软件服务,20191029,69.9162,62.243,8.0806,450840.0,112710.0
2172,300800.SZ,300800,力合科技,湖南,电器仪表,20191106,39.0613,34.2917,4.3522,705840.0,176460.0
2173,600000.SH,600000,浦发银行,上海,银行,19991110,6.5986,6.0428,0.7684,36895565.059,35326431.221
2174,600004.SH,600004,白云机场,广东,机场,20030428,33.1884,47.8362,2.3652,3747539.4509,3747539.4509
2175,600006.SH,600006,东风汽车,湖北,汽车整车,19990727,16.2499,19.0644,1.2317,900000.0,900000.0
2176,600007.SH,600007,中国国贸,北京,园区开发,19990312,22.7553,19.084,2.4027,1762744.4345,1762744.4345
2177,600008.SH,600008,首创股份,北京,环境保护,20000427,26.2379,22.0533,1.7296,1887568.8047,1600443.8892
2178,600009.SH,600009,上海机场,上海,机场,19980218,35.4613,29.5064,4.8453,15005225.4346,8514900.7034
2179,600010.SH,600010,包钢股份,内蒙,普钢,20010309,18.1037,27.2436,1.1189,6017224.3095,4181391.9295
2180,600011.SH,600011,华能国际,北京,火力发电,20011206,62.623,18.6209,1.164,9010705.5881,6312685.4935
2181,600012.SH,600012,皖通高速,安徽,路桥,20030107,8.4035,8.4502,0.8987,943749.09,663226.4
2182,600015.SH,600015,华夏银行,北京,银行,20030912,5.6372,5.4463,0.5837,11755839.123,9796532.6029
2183,600016.SH,600016,民生银行,北京,银行,20001219,5.3937,5.1052,0.6148,27145099.4712,21986516.3921
2184,600017.SH,600017,日照港,山东,港口,20061017,13.842,13.9213,0.7624,891939.6275,891939.6275
2185,600018.SH,600018,上港集团,上海,港口,20061026,13.0793,11.2624,1.6698,13440731.297,13440731.297
2186,600019.SH,600019,宝钢股份,上海,普钢,20001212,5.7945,8.5052,0.7155,12495972.2704,12398709.7649
2187,600020.SH,600020,中原高速,河南,路桥,20030808,12.0133,8.3821,0.9327,959627.7723,959627.7723
2188,600021.SH,600021,上海电力,上海,火力发电,20031029,6.9562,6.4926,1.2216,1926232.849,1727573.2805
2189,600022.SH,600022,山东钢铁,山东,普钢,20040629,7.3267,86.6735,0.7467,1543463.4959,1543463.4959
2190,600023.SH,600023,浙能电力,浙江,火力发电,20131219,13.1096,13.5363,0.8388,5290668.4053,5290668.4053
2191,600025.SH,600025,华能水电,云南,水力发电,20171215,13.8659,9.5527,1.7333,8046000.0,3990816.0
2192,600026.SH,600026,中远海能,上海,水运,20020523,225.5118,24.7931,0.8367,2370835.3223,1608787.3223
2193,600027.SH,600027,华电国际,山东,火力发电,20050203,21.6993,13.7158,0.8268,3678890.2916,2609412.1588
2194,600028.SH,600028,中国石化,北京,石油加工,20010808,9.4609,12.8666,0.8223,59688106.3555,47109981.1257
2195,600029.SH,600029,南方航空,广东,空运,20030725,28.6632,29.6265,1.3091,8550219.0833,5653729.7404
2196,600030.SH,600030,中信证券,深圳,证券,20030106,28.9312,21.5646,1.697,27166108.6328,22004471.5314
2197,600031.SH,600031,三一重工,北京,工程机械,20030703,19.3889,11.4111,2.8012,11858807.0726,11847730.6319
2198,600033.SH,600033,福建高速,福建,路桥,20010209,11.5237,10.6869,0.8835,845275.2,845275.2
2199,600035.SH,600035,楚天高速,湖北,路桥,20040310,12.9903,12.2503,0.8973,577288.2165,520133.5222
2200,600036.SH,600036,招商银行,深圳,银行,20020409,11.8179,10.5293,1.693,95204917.1438,77874265.2195
2201,600037.SH,600037,歌华有线,北京,影视音像,20010208,17.903,20.0472,0.9334,1242857.6504,1242857.6504
2202,600038.SH,600038,中直股份,黑龙江,航空,20001218,51.54,43.2103,3.2911,2630245.1068,2630245.1068
2203,600039.SH,600039,四川路桥,四川,建筑工程,20030325,10.0452,8.0521,0.8036,1177031.3163,1127005.741
2204,600048.SH,600048,保利地产,广东,全国地产,20060731,9.2274,7.8781,1.4302,17443264.4748,17443264.4748
2205,600050.SH,600050,中国联通,北京,电信运营,20021009,45.325,37.5414,1.2949,18496088.5895,12633171.4514
2206,600051.SH,600051,宁波联合,浙江,综合类,19970410,7.0821,7.902,0.7351,175958.08,175958.08
2207,600052.SH,600052,浙江广厦,浙江,影视音像,19970415,32.336,3.1428,1.0632,380971.8332,380971.8332
2208,600053.SH,600053,九鼎投资,江西,多元金融,19970418,33.8037,28.1645,4.6575,960726.4128,960726.4128
2209,600054.SH,600054,黄山旅游,安徽,旅游景点,19970506,11.3443,13.2785,1.5234,660817.7726,465049.8
2210,600055.SH,600055,万东医疗,北京,医疗保健,19970519,36.9989,36.3593,2.8395,567316.1928,567316.1928
2211,600056.SH,600056,中国医药,北京,医药商业,19970515,9.3046,11.2893,1.6044,1437113.0432,1436605.5263
2212,600057.SH,600057,厦门象屿,福建,仓储物流,19970604,9.1897,9.1169,0.8883,916917.9861,916917.9861
2213,600058.SH,600058,五矿发展,北京,商贸代理,19970528,,,1.9606,813580.2296,813580.2296
2214,600059.SH,600059,古越龙山,浙江,红黄酒,19970516,37.7819,36.6441,1.5822,650053.4287,650053.4287
2215,600060.SH,600060,海信电器,山东,家用电器,19970422,31.578,38.5259,0.8695,1239131.7172,1239131.7172
2216,600061.SH,600061,国投资本,上海,证券,19970519,30.9838,17.1323,1.344,5203596.6939,5137987.1009
2217,600062.SH,600062,华润双鹤,北京,化学制药,19970522,14.0018,13.0002,1.6016,1356209.023,1356209.023
2218,600063.SH,600063,皖维高新,安徽,化纤,19970528,52.55,23.3236,1.3712,683692.6157,683692.6157
2219,600064.SH,600064,南京高科,江苏,园区开发,19970506,12.2131,7.0987,1.017,1170451.1729,1170451.1729
2220,600066.SH,600066,宇通客车,河南,汽车整车,19970508,13.958,13.2272,2.0208,3212425.8126,3212425.8126
2221,600067.SH,600067,冠城大通,福建,全国地产,19970508,7.7659,8.4061,0.7898,589383.7364,589383.7364
2222,600068.SH,600068,葛洲坝,湖北,建筑工程,19970526,5.8725,5.3963,0.9443,2735237.7827,2735237.7827
2223,600069.SH,600069,银鸽投资,河南,造纸,19970430,,,2.4923,457921.144,457921.144
2224,600070.SH,600070,浙江富润,浙江,互联网,19970604,24.9188,12.4652,1.9845,540214.2321,456795.2421
2225,600071.SH,600071,凤凰光学,江西,元器件,19970528,,,4.3823,342675.4229,289003.979
2226,600072.SH,600072,中船科技,上海,船舶,19970603,158.5537,83.9193,2.7181,1037376.0851,1037376.0851
2227,600073.SH,600073,上海梅林,上海,食品,19970704,27.0591,24.575,2.0855,828015.1238,828015.1238
2228,600075.SH,600075,新疆天业,新疆,化工原料,19970617,9.4968,20.0923,0.9847,468755.7737,468755.7737
2229,600076.SH,600076,康欣新材,山东,其他建材,19970526,9.6661,9.9788,1.1104,451973.4244,451973.4244
2230,600077.SH,600077,宋都股份,浙江,全国地产,19970520,8.3741,20.0815,0.8584,344411.4378,344411.4378
2231,600078.SH,600078,澄星股份,江苏,化工原料,19970627,157.3018,40.8674,1.7451,304120.9432,304120.9432
2232,600079.SH,600079,人福医药,湖北,化学制药,19970606,,,1.8687,1824793.3991,1733594.1356
2233,600080.SH,600080,金花股份,陕西,中成药,19970612,61.8513,52.7512,1.3181,237026.631,193862.8787
2234,600081.SH,600081,东风科技,上海,汽车配件,19970703,23.2437,25.903,2.5255,341466.84,341466.84
2235,600082.SH,600082,海泰发展,天津,园区开发,19970620,173.6607,83.0472,1.4862,254569.6354,249845.6369
2236,600083.SH,600083,博信股份,江苏,综合类,19970606,,,232.5372,473800.0,469666.2516
2237,600084.SH,600084,*ST中葡,新疆,红黄酒,19970711,,,1.3405,293292.7026,293292.7026
2238,600085.SH,600085,同仁堂,北京,中成药,19970625,33.057,33.0463,3.8286,3749599.6963,3749599.6963
2239,600086.SH,600086,东方金钰,湖北,服饰,19970606,,,1.9434,322650.0,252585.9588
2240,600088.SH,600088,中视传媒,上海,影视音像,19970616,45.3895,46.0489,4.2548,519802.2648,519802.2648
2241,600089.SH,600089,特变电工,新疆,电气设备,19970618,11.8072,13.608,0.7991,2418017.6256,2418017.6256
2242,600090.SH,600090,同济堂,新疆,医药商业,19970616,11.3239,11.1927,0.9254,598899.7851,598899.7851
2243,600091.SH,600091,ST明科,内蒙,化工原料,19970704,398.0362,119.2823,1.7919,161842.6339,161842.6339
2244,600093.SH,600093,易见股份,四川,仓储物流,19970626,23.3189,20.7743,2.4153,1898058.7225,1898058.7225
2245,600094.SH,600094,大名城,上海,区域地产,19970703,31.0166,17.8491,1.354,1707974.2893,1570857.4238
2246,600095.SH,600095,哈高科,黑龙江,区域地产,19970708,197.1402,147.7816,3.5309,298403.7047,298403.7047
2247,600096.SH,600096,云天化,云南,农药化肥,19970709,60.705,42.7614,1.5508,745246.3176,689759.91
2248,600097.SH,600097,开创国际,上海,渔业,19970619,17.411,20.4857,1.4282,244309.6708,229440.8555
2249,600098.SH,600098,广州发展,广东,火力发电,19970718,24.9282,23.1957,1.0366,1747491.9937,1747491.9937
2250,600099.SH,600099,林海股份,江苏,摩托车,19970704,542.0493,446.9887,3.0278,143523.6,143523.6
2251,600100.SH,600100,同方股份,北京,IT设备,19970627,,,1.4615,2424469.3419,2424469.3419
2252,600101.SH,600101,明星电力,四川,水力发电,19970627,27.1208,30.4491,1.1902,276038.3989,276038.3989
2253,600103.SH,600103,青山纸业,福建,造纸,19970703,30.2391,48.719,1.3121,468081.0148,468081.0148
2254,600104.SH,600104,上汽集团,上海,汽车整车,19971125,7.7059,9.5258,1.1344,27748220.7419,27320653.0354
2255,600105.SH,600105,永鼎股份,江苏,通信设备,19970929,24.8413,46.274,1.7339,480728.2098,477974.0805
2256,600106.SH,600106,重庆路桥,重庆,路桥,19970618,15.9549,14.9519,0.9721,358836.7668,358836.7668
2257,600107.SH,600107,美尔雅,湖北,服饰,19971106,292.0185,46.655,4.1239,251280.0,251280.0
2258,600108.SH,600108,亚盛集团,甘肃,农业综合,19970818,65.4853,74.4625,1.1476,554870.8095,554870.8095
2259,600109.SH,600109,国金证券,四川,证券,19970807,25.6496,22.0113,1.2756,2591875.9287,2591875.9287
2260,600110.SH,600110,诺德股份,吉林,电气设备,19971007,48.5131,46.9599,2.1415,471627.9598,471627.9598
2261,600111.SH,600111,北方稀土,内蒙,小金属,19970924,62.5434,54.8585,3.8279,3651231.33,3651231.33
2262,600112.SH,600112,ST天成,贵州,电气设备,19971127,54.8786,,0.8484,94202.8965,94202.8965
2263,600113.SH,600113,浙江东日,浙江,区域地产,19971021,27.9482,21.1429,2.0183,292527.5548,292527.5548
2264,600114.SH,600114,东睦股份,浙江,机械基件,20040511,12.6161,25.6475,1.7008,413768.3467,409711.791
2265,600115.SH,600115,东方航空,上海,空运,19971105,32.6502,34.2032,1.3014,8844934.9696,5296582.2683
2266,600116.SH,600116,三峡水利,重庆,水力发电,19970804,35.6142,36.4642,2.5986,760642.2145,760642.2145
2267,600117.SH,600117,西宁特钢,青海,特种钢,19971015,,,2.859,340708.5502,241637.4762
2268,600118.SH,600118,中国卫星,北京,航空,19970908,60.5345,61.1287,4.5216,2528161.7706,2528161.7706
2269,600119.SH,600119,*ST长投,上海,仓储物流,19980115,,,18.9291,161385.0,161385.0
2270,600120.SH,600120,浙江东方,浙江,多元金融,19971201,19.0657,17.8279,1.2392,1341538.6762,1020473.794
2271,600121.SH,600121,郑州煤电,河南,煤炭开采,19980107,17.9008,,0.7963,272924.2965,272924.2965
2272,600122.SH,600122,宏图高科,江苏,其他商业,19980420,,,0.5244,304621.9461,304621.9461
2273,600123.SH,600123,兰花科创,山西,煤炭开采,19981217,6.5329,8.4845,0.6567,706003.2,706003.2
2274,600125.SH,600125,铁龙物流,辽宁,铁路,19980511,14.9593,15.5667,1.2867,759813.7307,759813.7307
2275,600126.SH,600126,杭钢股份,浙江,普钢,19980311,8.2614,13.8752,0.8432,1600787.6253,1600787.6253
2276,600127.SH,600127,金健米业,湖南,农业综合,19980506,,178.449,3.3861,256071.504,256071.504
2277,600128.SH,600128,弘业股份,江苏,商贸代理,19970901,,,1.1608,178659.67,178659.67
2278,600129.SH,600129,太极集团,重庆,中成药,19971118,104.7784,154.6,2.187,736209.5636,719023.9945
2279,600130.SH,600130,波导股份,浙江,通信设备,20000706,79.1132,217.8601,2.9443,261888.0,261888.0
2280,600131.SH,600131,岷江水电,四川,水力发电,19980402,89.4033,81.7874,7.0063,919524.2827,743569.8901
2281,600132.SH,600132,重庆啤酒,重庆,啤酒,19971030,54.8564,36.1395,16.3948,2216104.1156,2216104.1156
2282,600133.SH,600133,东湖高新,湖北,园区开发,19980212,11.7519,12.555,0.9359,397253.9117,365301.0248
2283,600135.SH,600135,乐凯胶片,河北,化工原料,19980122,237.776,52.964,1.7295,350469.414,262213.1897
2284,600136.SH,600136,当代明诚,湖北,影视音像,19980303,26.6329,6.7704,1.1684,474028.267,473736.367
2285,600137.SH,600137,浪莎股份,四川,服饰,19980416,48.0724,57.5359,2.7741,140187.7619,140187.7619
2286,600138.SH,600138,中青旅,北京,旅游服务,19971203,14.9391,14.9837,1.3593,892494.72,892494.72
2287,600139.SH,600139,西部资源,四川,综合类,19980225,730.3756,14163.6539,5.4597,213128.7436,213128.7436
2288,600141.SH,600141,兴发集团,湖北,化工原料,19990616,22.896,29.5285,1.2279,921014.2941,718642.522
2289,600143.SH,600143,金发科技,广东,塑料,20040623,29.125,19.8819,1.7765,1817529.0218,1712640.0
2290,600145.SH,600145,*ST新亿,新疆,陶瓷,19990923,,,,,
2291,600146.SH,600146,商赢环球,宁夏,服饰,19990707,,,9.576,869444.5,869444.5
2292,600148.SH,600148,长春一东,吉林,汽车配件,19980520,53.2798,61.1988,4.3314,190764.1746,190764.1746
2293,600149.SH,600149,ST坊展,河北,综合类,19991014,957.4694,218.1732,9.7479,196922.88,196922.88
2294,600150.SH,600150,中国船舶,上海,船舶,19980520,58.6219,103.971,1.9028,2867862.7214,2867862.7214
2295,600151.SH,600151,航天机电,上海,汽车配件,19980605,181.2729,43.3362,1.1844,698480.8638,698480.8638
2296,600152.SH,600152,维科技术,浙江,电气设备,19980609,42.4162,,1.6787,231506.0479,165150.8045
2297,600153.SH,600153,建发股份,福建,商贸代理,19980616,4.9397,4.8289,0.8249,2307853.2314,2307853.2314
2298,600155.SH,600155,华创阳安,北京,证券,19980918,142.3433,94.2551,1.4095,2127477.7805,1379840.202
2299,600156.SH,600156,华升股份,湖南,纺织,19980527,59.5673,72.8961,2.2876,164463.2771,164463.2771
2300,600157.SH,600157,永泰能源,山西,煤炭开采,19980513,265.7884,105.6484,0.7317,1752037.141,1752037.141
2301,600158.SH,600158,中体产业,天津,文教休闲,19980327,97.741,113.4785,4.8081,820110.7826,639085.521
2302,600159.SH,600159,大龙地产,北京,区域地产,19980526,22.3232,15.1946,0.9001,203350.7918,203350.7918
2303,600160.SH,600160,巨化股份,浙江,化工原料,19980626,8.9399,13.8416,1.4819,1924361.4382,1924361.4382
